ticker,question,fav_side,entry_cost,status,open_date,close_date,result,pnl
KXXRPD-25DEC1609-T1.9199,"Ripple price at Dec 16, 2025 at 9am EST?",NO,90,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXXRPD-25DEC1609-T1.8799,"Ripple price at Dec 16, 2025 at 9am EST?",NO,96,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXXRPD-25DEC1609-T1.8599,"Ripple price at Dec 16, 2025 at 9am EST?",NO,96,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXXRPD-25DEC1609-T1.8399,"Ripple price at Dec 16, 2025 at 9am EST?",NO,96,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXXRPD-25DEC1609-T1.8199,"Ripple price at Dec 16, 2025 at 9am EST?",NO,92,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXXRPD-25DEC1609-T1.7999,"Ripple price at Dec 16, 2025 at 9am EST?",NO,92,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXETH-25DEC1609-B2920,"Ethereum price at Dec 16, 2025 at 9am EST?",NO,81,PENDING,2025-12-16 13:57:01.224513,2025-12-16 14:00:00,,0
KXSURVIVORMENTION-25DEC18-REWA,What will Jeff Probst say during Survivor Season 49 Finale?,YES,92,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSURVIVORMENTION-25DEC18-IMMU,What will Jeff Probst say during Survivor Season 49 Finale?,YES,95,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSURVIVORMENTION-25DEC18-ALLI,What will Jeff Probst say during Survivor Season 49 Finale?,NO,80,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSTARMERMENTION-25DEC18-REFO,Will Keir Starmer say Reform at Prime Minister's Questions on December 17th?,YES,85,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSTARMERMENTION-25DEC18-IMMI,Will Keir Starmer say Immigrant / Immigration at Prime Minister's Questions on December 17th?,NO,80,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSTARMERMENTION-25DEC18-HEAL,Will Keir Starmer say Healthcare at Prime Minister's Questions on December 17th?,NO,97,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXSTARMERMENTION-25DEC18-CHRI,Will Keir Starmer say Christmas at Prime Minister's Questions on December 17th?,YES,88,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-SLAP,What will Jake Paul say during Press Conference on December 17th?,NO,85,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-PROB,What will Jake Paul say during Press Conference on December 17th?,NO,86,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-LOGA,What will Jake Paul say during Press Conference on December 17th?,NO,81,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-HYDR,What will Jake Paul say during Press Conference on December 17th?,NO,86,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-CUT,What will Jake Paul say during Press Conference on December 17th?,NO,83,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXPAULMENTION-25DEC18-CELS,What will Jake Paul say during Press Conference on December 17th?,NO,80,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-PING,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,NO,84,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-MART,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,YES,84,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-LOND,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,NO,85,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-KYLI,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,NO,89,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-BOB,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,NO,93,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXLATENIGHTMENTION-25DEC18-ADAM,What will Timothée Chalamet say during The Tonight Show Starring Jimmy Fallon?,NO,97,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXKAMALAMENTION-25DEC18-TARI,What will Kamala Harris say during Jimmy Kimmel Live!?,NO,92,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXKAMALAMENTION-25DEC18-NATI,What will Kamala Harris say during Jimmy Kimmel Live!?,NO,93,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXKAMALAMENTION-25DEC18-ICE,What will Kamala Harris say during Jimmy Kimmel Live!?,NO,97,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXKAMALAMENTION-25DEC18-ECON,What will Kamala Harris say during Jimmy Kimmel Live!?,NO,89,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXKAMALAMENTION-25DEC18-CORR,What will Kamala Harris say during Jimmy Kimmel Live!?,NO,93,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXCPICOMBO-25NOV-B2.85B2.85,Will CPI be 2.8-2.9% AND Core CPI be 2.8-2.9% for Nov 2025?,NO,83,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-SOLA,What will Brian Armstrong say during Coinbase product showcase on December 17th?,NO,82,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-PRED,What will Brian Armstrong say during Coinbase product showcase on December 17th?,YES,95,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-DOGE,What will Brian Armstrong say during Coinbase product showcase on December 17th?,NO,85,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-DELA,What will Brian Armstrong say during Coinbase product showcase on December 17th?,NO,86,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-BVNK,What will Brian Armstrong say during Coinbase product showcase on December 17th?,NO,87,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXARMSTRONGMENTION-25DEC18-BITC,What will Brian Armstrong say during Coinbase product showcase on December 17th?,YES,90,PENDING,2025-12-16 15:00:00.426583,2025-12-18 15:00:00,,0
KXCPI-25NOV-T0.3,Will CPI rise more than 0.3% in November 2025?,NO,97,PENDING,2025-12-16 15:00:00.426583,2025-12-18 13:29:00,,0
KXVANCEMENTION-25DEC17-BORD,What will JD Vance say during remarks in Allentown Pennsylvania?,YES,84,PENDING,2025-12-16 15:00:00.426583,2025-12-17 15:00:00,,0
KXTRUMPMENTIONB-25DEC17-PEAC,What will Donald Trump say during Hanukkah Reception on December 16?,YES,91,PENDING,2025-12-16 15:00:00.426583,2025-12-17 15:00:00,,0
KXTRUMPMENTIONB-25DEC17-MIDD,What will Donald Trump say during Hanukkah Reception on December 16?,YES,87,PENDING,2025-12-16 15:00:00.426583,2025-12-17 15:00:00,,0
KXLOWTLAX-25DEC16-T53,"Will the minimum temperature be  <53° on Dec 16, 2025?",NO,95,PENDING,2025-12-16 15:00:00.426583,2025-12-17 08:12:49.446022,,0
KXBTC-25DEC1617-B89500,"Bitcoin price range  on Dec 16, 2025?",NO,97,PENDING,2025-12-16 15:00:00.426583,2025-12-16 22:00:00,,0
KXNASDAQ100U-25DEC16H1600-T25399.99,"Will the Nasdaq-100 be above 25399.99 at the end of Dec 16, 2025 at 4pm EST?",NO,94,PENDING,2025-12-16 15:00:00.426583,2025-12-16 21:00:00,,0
KXNASDAQ100U-25DEC16H1600-T24799.99,"Will the Nasdaq-100 be above 24799.99 at the end of Dec 16, 2025 at 4pm EST?",YES,95,PENDING,2025-12-16 15:00:00.426583,2025-12-16 21:00:00,,0
KXINXU-25DEC16H1600-T6774.9999,"Will the S&P 500 be above 6774.9999 on Dec 16, 2025 at 4pm EST?",YES,87,PENDING,2025-12-16 15:00:00.426583,2025-12-16 21:00:00,,0
